design,design_name,config,flow_status,total_runtime,routed_runtime,(Cell/mm^2)/Core_Util,DIEAREA_mm^2,CellPer_mm^2,OpenDP_Util,Final_Util,Peak_Memory_Usage_MB,synth_cell_count,tritonRoute_violations,Short_violations,MetSpc_violations,OffGrid_violations,MinHole_violations,Other_violations,Magic_violations,pin_antenna_violations,net_antenna_violations,lvs_total_errors,cvc_total_errors,klayout_violations,wire_length,vias,wns,pl_wns,optimized_wns,fastroute_wns,spef_wns,tns,pl_tns,optimized_tns,fastroute_tns,spef_tns,HPWL,routing_layer1_pct,routing_layer2_pct,routing_layer3_pct,routing_layer4_pct,routing_layer5_pct,routing_layer6_pct,wires_count,wire_bits,public_wires_count,public_wire_bits,memories_count,memory_bits,processes_count,cells_pre_abc,AND,DFF,NAND,NOR,OR,XOR,XNOR,MUX,inputs,outputs,level,DecapCells,WelltapCells,DiodeCells,FillCells,NonPhysCells,TotalCells,CoreArea_um^2,power_slowest_internal_uW,power_slowest_switching_uW,power_slowest_leakage_uW,power_typical_internal_uW,power_typical_switching_uW,power_typical_leakage_uW,power_fastest_internal_uW,power_fastest_switching_uW,power_fastest_leakage_uW,critical_path_ns,suggested_clock_period,suggested_clock_frequency,CLOCK_PERIOD,FP_ASPECT_RATIO,FP_CORE_UTIL,FP_PDN_HPITCH,FP_PDN_VPITCH,GRT_ADJUSTMENT,GRT_REPAIR_ANTENNAS,MAX_FANOUT_CONSTRAINT,PL_TARGET_DENSITY,RUN_HEURISTIC_DIODE_INSERTION,STD_CELL_LIBRARY,SYNTH_STRATEGY
/home/jelmer/Documents/stage/efabless/caravel_user_project/openlane/wishbone_nn,wishbone_nn,24_09_09_12_30,flow completed,0h3m9s0ms,0h2m15s0ms,85629.62962962964,0.045,38533.333333333336,36.97,-1,618.3,847,0,0,0,0,0,0,0,0,0,0,-1,-1,44217,11567,0.0,-1,-1,-1,0.0,0.0,-1,-1,-1,0.0,16250032.0,0.0,30.65,34.41,3.53,1.03,-1,329,842,30,473,0,0,0,693,7,0,3,4,43,8,4,226,397,330,5,1231,539,685,1098,1734,5287,36930.419200000004,-1,-1,-1,0.00113,0.000512,1.18e-08,-1,-1,-1,3.289999999999999,25.0,40.0,25,1,45,31.960,72.220,0.3,1,16,0.4,1,sky130_fd_sc_hd,AREA 0
